#,Token,Symbol,Address,Reputation,Labels,Symbol_lower,Rank,Asset,Symbol_y,Price,Marketcap,Category,Sector,Tags,similarity,type,Category_clean,duplicated
496,Vow,VOW,0x1bbf25e71ec48b84d773809b4ba55b6f4be946fb,NEUTRAL,['Currency'],vow,923,Vow,VOW,$0.06,$21.22M,,,,100,,,
497,HOPR Token,HOPR,0xf5581dfefd8fb0e4aec526be659cfab1f8c781da,,,hopr,851,HOPR,HOPR,$0.05,$25.33M,Cryptocurrency,Cryptocurrency,"['DAO', 'DePIN']",100,Cryptocurrency,Cryptocurrency,
498,Alchemix,ALCX,0xdbdb4d16eda451d0503b854cf79d55697f90c8df,NEUTRAL,,alcx,886,Alchemix,ALCX,$9.54,$23.23M,Marketplaces,Lending,"['DAO', 'DeFi']",100,Protocol,Marketplaces,
499,Melon Token,MLN,0xec67005c4e498ec7f55e092bd1d35cbc47c91892,,,mln,868,Enzyme Finance,MLN,$8.00,$24.06M,Investment Management,Asset Managers,['DeFi'],30,Protocol,Others,
500,Pikachu,PIKA,0xa9d54f37ebb99f83b603cc95fc1a5f3907aaccfd,,,pika,1960,Pikamoon,pika,$0.00,$2.12M,,,['Meme'],73,,,
501,NKN,NKN,0x5cf04716ba20127f1e2297addcf4b5035000c9eb,,,nkn,820,NKN,NKN,$0.03,$27.32M,Networks,Smart Contract Platform,,100,Protocol,Networks,
502,Compound Dai,cDAI,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,,,cdai,867,cDAI,CDAI,$0.02,$24.18M,Synthetic Assets,Collateral Assets,['DeFi'],29,Synthetic,Collateral Assets,
503,Bella,BEL,0xa91ac63d040deb1b7a5e4d4134ad23eb0ba07e14,,,bel,839,Bella,BEL,$0.32,$26.02M,Financial Services,Yield Services,"['DeFi', 'Yield Aggregator']",100,Protocol,Financial Services,
504,Isik Coin,ISIKC,0x4339befb55cfa65344ef6f4bb7f05fae3458670a,,,isikc,,,,,,,,,0,,,
505,Human Token,HMT,0xd1ba9bac957322d6e8c07a160a3a8da11a0d2867,,,hmt,,,,,,,,,0,,,
506,Ultra Token,UOS,0xd13c7342e1ef687c5ad21b27c2b65d772cab5c8c,NEUTRAL,['Gaming'],uos,821,Ultra,UOS,$0.06,$27.26M,Metaverse and Gaming,Gaming,['NFTs'],100,Protocol,Metaverse and Gaming,
507,Victoria VR,VR,0x7d5121505149065b562c789a0145ed750e6e8cdd,NEUTRAL,"['AR', 'Artificial Intelligence', 'Gaming', 'Metaverse', 'VR']",vr,846,Victoria VR,VR,$0.00,$25.54M,Metaverse and Gaming,Metaverse,"['NFTs', 'Play-to-Earn']",100,Protocol,Metaverse and Gaming,
508,Joe Coin,JOE,0x76e222b07c53d28b89b0bac18602810fc22b49a8,NEUTRAL,['MEME'],joe,967,Joe Coin,joe,$0.02,$18.81M,,,['Meme'],100,,,TRUE
509,USDK,USDK,0x1c48f86ae57291f7686349f12601910bd8d470bb,,,usdk,,,,,,,,,0,,,
510,Aurora DAO,AURA,0xcdcfc0f66c522fd086a1b725ea3c0eeb9f9e8814,,,aura,1030,Aura Finance,aura,$0.24,$15.54M,Financial Services,Yield Services,"['DAO', 'DeFi']",67,Protocol,Financial Services,TRUE
511,IDEX Token,IDEX,0xb705268213d593b8fd88d3fdeff93aff5cbdcfae,,,idex,883,IDEX,IDEX,$0.02,$23.37M,Marketplaces,Exchange,"['Decentralized Exchange', 'DeFi']",100,Protocol,Marketplaces,
512,RAMP DEFI,RAMP,0x33d0568941c0c64ff7e0fb4fba0b11bd37deed9f,,,ramp,916,RAMP,RAMP,$0.05,$21.53M,Marketplaces,Lending,"['CDP', 'Decentralized Lender']",100,Protocol,Marketplaces,
513,Amber,AMB,0x4dc3643dbc642b72c158e7f3d2ff232df61cb6ce,,,amb,,,,,,,,,0,,,
514,Equilibria Pendle,ePendle,0x22fc5a29bd3d6cce19a06f844019fd506fce4455,,,ependle,937,Equilibria Finance ePENDLE,ependle,$2.45,$20.48M,,,,79,,,
515,ZEN Exchange Token,ZCX,0xc52c326331e9ce41f04484d3b5e5648158028804,,,zcx,816,Unizen,ZCX,$0.04,$27.59M,Marketplaces,Exchange,['Decentralized Exchange Aggregator'],50,Protocol,Marketplaces,
516,ORA Coin,ORA,0x33333333fede34409fb7f67c6585047e1f653333,,,ora,781,ORA Coin,ora,$0.68,$29.97M,,,,100,,,
517,EURA (previously agEUR),EURA,0x1a7e4e63778b4f12a199c062f3efdd288afcbce8,,,eura,,,,,,,,,0,,,
518,Lumia Token,LUMIA,0xd9343a049d5dbd89cd19dc6bca8c48fb3a0a42a7,,,lumia,683,Lumia,LUMIA,$0.32,$37.82M,Networks,Scaling Solutions,"['DAO', 'Governance Token']",100,Protocol,Networks,
519,GamerCoin,GHX,0x728f30fa2f100742c7949d1961804fa8e0b1387d,NEUTRAL,"['Gaming', 'Marketplace', 'NFT']",ghx,848,GamerCoin,GHX,$0.04,$25.51M,Metaverse and Gaming,Gaming,"['NFTs', 'Stakeable']",100,Protocol,Metaverse and Gaming,
520,League of Kingdoms Arena,LOKA,0x61e90a50137e1f645c9ef4a0d3a4f01477738406,,,loka,833,League of Kingdoms,LOKA,$0.07,$26.50M,Metaverse and Gaming,Gaming,"['Game', 'Governance Token']",100,Protocol,Metaverse and Gaming,
521,FOX,FOX,0xc770eefad204b5180df6a14ee197d99d808ee52d,,,fox,986,Shapeshift,FOX,$0.03,$17.74M,Marketplaces,Exchange,"['DAO', 'Decentralized Exchange']",0,Protocol,Marketplaces,
522,Bitgert,BRISE,0xf2b2f7b47715256ce4ea43363a867fdce9353e3a,,,brise,875,Bitgert,BRISE,$0.0₇599,$23.78M,Networks,Smart Contract Platform,,100,Protocol,Networks,
523,Spectral Token,SPEC,0xadf7c35560035944e805d98ff17d58cde2449389,NEUTRAL,,spec,850,Spectral,spec,$1.22,$25.44M,Developer Tooling,Developer Tooling,"['A.I.', 'AI Agents']",100,Protocol,Others,
524,Star Atlas (Wormhole),ATLAS,0xb9f747162ab1e95d07361f9048bcdf6edda9eea7,,,atlas,857,Star Atlas,ATLAS,$0.00,$24.80M,Metaverse and Gaming,Gaming,"['NFTs', 'Play-to-Earn']",100,Protocol,Metaverse and Gaming,
525,district0x,DNT,0x0abdace70d3790235af448c88547603b945604ea,,,dnt,905,district0x,DNT,$0.03,$22.31M,Marketplaces,Exchange,,100,Protocol,Marketplaces,
526,Dimo,DIMO,0x5fab9761d60419c9eeebe3915a8fa1ed7e8d2e1b,,,dimo,934,DIMO,dimo,$0.06,$20.64M,Physical Infrastructure Networks,Wireless and Sensor Networks,['DePIN'],40,Protocol,Others,
527,Hanu Yokia,HANU,0x72e5390edb7727e3d4e3436451dadaff675dbcc0,,,hanu,,,,,,,,,0,,,
528,PolkastarterToken,POLS,0x83e6f1e41cdd28eaceb20cb649155049fac3d5aa,NEUTRAL,['DEX'],pols,882,Polkastarter,POLS,$0.23,$23.37M,Marketplaces,Launchpad and Crowdfunding,['DeFi'],100,Protocol,Marketplaces,
529,Aavegotchi GHST Token,GHST,0x3f382dbd960e3a9bbceae22651e88158d2791550,NEUTRAL,"['Gaming', 'Yield Farming']",ghst,885,Aavegotchi,GHST,$0.45,$23.25M,Metaverse and Gaming,Gaming,"['DAO', 'Governance Token']",100,Protocol,Metaverse and Gaming,
530,MATH Token,MATH,0x08d967bb0134f2d07f7cfb6e246680c53927dd30,NEUTRAL,['Wallet App'],math,855,MATH,MATH,$0.14,$24.93M,Wallet,Wallets,,100,Protocol,Others,
531,FARM Reward Token,FARM,0xa0246c9032bc3a600820415ae600c6388619a14d,,,farm,941,Harvest Finance,FARM,$30.11,$20.31M,Financial Services,Yield Services,"['DAO', 'DeFi']",33,Protocol,Financial Services,
532,Wrapped EVER,WEVER,0x1ffefd8036409cb6d652bd610de465933b226917,,,wever,,,,,,,,,0,,,
533,rSWELL,rSWELL,0x358d94b5b2f147d741088803d932acb566acb7b6,,,rswell,,,,,,,,,0,,,
534,Badger,BADGER,0x3472a5a71965499acd81997a54bba8d852c6e53d,NEUTRAL,['Yield Farming'],badger,869,Badger DAO,BADGER,$1.20,$24.03M,Financial Services,Yield Services,"['DAO', 'DeFi']",100,Protocol,Financial Services,
535,SideShift Token,XAI,0x35e78b3982e87ecfd5b3f3265b601c046cdbe232,,,xai,929,SideShift Token,XAI,$0.14,$21.01M,Marketplaces,Exchange,"['Decentralized Exchange Aggregator', 'DeFi']",100,Protocol,Marketplaces,TRUE
536,Vertex,VRTX,0xbbee07b3e8121227afcfe1e2b82772246226128e,,,vrtx,914,Vertex Protocol,VRTX,$0.04,$21.62M,Marketplaces,Exchange,"['Decentralized Exchange', 'DeFi']",100,Protocol,Marketplaces,
537,Cult DAO,CULT,0xf0f9d895aca5c8678f706fb8216fa22957685a13,,,cult,718,Milady Cult Coin,cult,$0.00,$34.90M,Cryptocurrency,Cryptocurrency,['Meme'],62,Cryptocurrency,Cryptocurrency,
538,Propchain Token,PROPC,0x9ff58067bd8d239000010c154c6983a325df138e,NEUTRAL,['Decentralized Web'],propc,930,Propchain,propc,$0.57,$20.98M,Synthetic Assets,Real World Assets,['Real Estate'],100,Synthetic,Others,
539,Adshares,ADS,0xcfcecfe2bd2fed07a9145222e8a7ad9cf1ccd22a,,,ads,952,Adshares,ADS,$0.52,$19.64M,Consultancy and Advisory,Marketing Services,"['DAO', 'Governance Token']",100,Protocol,Others,TRUE
540,Dragon,DRGN,0x419c4db4b9e25d6db2ad9691ccb832c8d9fda05e,,,drgn,893,Dragonchain,DRGN,$0.06,$22.95M,Networks,Smart Contract Platform,"['Enterprise Services', 'SEC Alleged Securities']",100,Protocol,Networks,
541,Derive,DRV,0xb1d1eae60eea9525032a6dcb4c1ce336a1de71be,,,drv,925,Derive,drv,$0.03,$21.15M,Marketplaces,Exchange,"['Decentralized Exchange', 'DeFi']",100,Protocol,Marketplaces,
542,VanEck Treasury Fund,VBILL,0x2255718832bc9fd3be1caf75084f4803da14ff01,,,vbill,,,,,,,,,0,,,
543,Brickken,BKN,0x0a638f07acc6969abf392bb009f216d22adea36d,,,bkn,938,Brickken,bkn,$0.29,$20.44M,Synthetic Assets,Real World Assets,['Launchpad and Crowdfunding'],100,Synthetic,Others,
544,COCORO,COCORO,0xa93d86af16fe83f064e3c0e2f3d129f7b7b002b0,,,cocoro,872,Cocoro,cocoro,$0.00,$23.96M,,,,29,,,
545,CoinMetro Token,XCM,0x36ac219f90f5a6a3c77f2a7b660e3cc701f68e25,,,xcm,,,,,,,,,0,,,
546,AMATERASU OMIKAMI,OMIKAMI,0x9e18d5bab2fa94a6a95f509ecb38f8f68322abd3,NEUTRAL,['MEME'],omikami,945,AMATERASU OMIKAMI,omikami,$0.02,$20.08M,,,['Dog-Themed'],100,,,
547,THORWallet Governance Token,TGT,0x108a850856db3f85d0269a2693d896b394c80325,,,tgt,,,,,,,,,0,,,
548,Cortex Coin,CTXC,0xea11755ae41d889ceec39a63e6ff75a02bc1c00d,,,ctxc,918,Cortex,CTXC,$0.09,$21.44M,Networks,Smart Contract Platform,['A.I.'],100,Protocol,Networks,
549,Realio Network,RIO,0x94a8b4ee5cd64c79d0ee816f467ea73009f51aa0,,,rio,570,Realio Network,RIO,$0.31,$54.42M,,,,100,,,
550,GROK,GROK,0x8390a1da07e376ef7add4be859ba74fb83aa02d5,NEUTRAL,['Artificial Intelligence'],grok,988,Grok,grok,$0.00,$17.56M,Cryptocurrency,Cryptocurrency,['Meme'],40,Cryptocurrency,Cryptocurrency,
551,OORT,OORT,0x5651fa7a726b9ec0cad00ee140179912b6e73599,,,oort,940,OORT,oort,$0.05,$20.34M,Networking and Web Services,Cloud Platforms,"['A.I.', 'AI Agents']",100,Protocol,Others,
552,Perpetual,PERP,0xbc396689893d065f41bc2c6ecbee5e0085233447,NEUTRAL,"['DeFi', 'Staking', 'Yield Farming']",perp,939,Perpetual Protocol,PERP,$0.28,$20.39M,Marketplaces,Exchange,"['Automated Market Maker (AMM)', 'DAO']",100,Protocol,Marketplaces,
553,Asymmetry Finance Token,ASF,0x59a529070fbb61e6d6c91f952ccb7f35c34cf8aa,,,asf,863,Asymmetry Finance,asf,$2.41,$24.59M,Cryptocurrency,Cryptocurrency,"['DeFi', 'Derivatives']",100,Cryptocurrency,Cryptocurrency,
554,Fidu,FIDU,0x6a445e9f40e0b97c92d0b8a3366cef1d67f700bf,,,fidu,,,,,,,,,0,,,
555,Book of Ethereum,BOOE,0x289ff00235d2b98b0145ff5d4435d3e92f9540a6,,,booe,898,Book of Ethereum,booe,$0.23,$22.61M,,,,100,,,
556,Rarible,RARI,0xfca59cd816ab1ead66534d82bc21e7515ce441cf,,,rari,927,Rarible,RARI,$1.17,$21.03M,Marketplaces,Exchange,"['DAO', 'Governance Token']",100,Protocol,Marketplaces,
557,Frontier Token,FRONT,0xf8c3527cc04340b208c854e985240c02f7b7793f,NEUTRAL,['DeFi'],front,989,Frontier,FRONT,$0.20,$17.52M,Marketplaces,Exchange,['DeFi'],100,Protocol,Marketplaces,
558,wOCTA,wOCTA,0xfa704148d516b209d52c2d75f239274c8f8eaf1a,,,wocta,,,,,,,,,0,,,
559,Stake DAO Token,SDT,0x73968b9a57c6e53d41345fd57a6e6ae27d6cdb2f,,,sdt,913,Stake DAO,SDT,$0.34,$21.69M,Financial Services,Yield Services,"['Curve Finance Ecosystem', 'DeFi']",100,Protocol,Financial Services,
560,Yala stablecoin,YU,0xe868084cf08f3c3db11f4b73a95473762d9463f7,,,yu,,,,,,,,,0,,,
561,Compound Basic Attention Token,cBAT,0x6c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e,,,cbat,,,,,,Synthetic Assets,Collateral Assets,['Liquid Staking'],,Synthetic,Collateral Assets,
562,KarratCoin,KARRAT,0xacd2c239012d17beb128b0944d49015104113650,NEUTRAL,,karrat,933,Karrat,KARRAT,$0.06,$20.79M,Metaverse and Gaming,Gaming,"['A.I.', 'Governance Token']",100,Protocol,Metaverse and Gaming,
563,NUM Token,NUM,0x3496b523e5c00a4b4150d6721320cddb234c3079,,,num,951,Numbers Protocol,NUM,$0.03,$19.67M,Consumer Infrastructure,"Identity, Reputation, and Credentialing",['Privacy'],29,Protocol,Others,
564,Bluzelle,BLZ,0x5732046a883704404f284ce41ffadd5b007fd668,NEUTRAL,,blz,954,Bluzelle,BLZ,$0.04,$19.48M,Physical Infrastructure Networks,File Storage,,100,Protocol,Others,
565,XBorg Token,XBG,0xeae00d6f9b16deb1bd584c7965e4c7d762f178a1,,,xbg,1009,XBorg,xbg,$0.08,$16.44M,Consumer Infrastructure,"Identity, Reputation, and Credentialing",['Crypto Native'],100,Protocol,Others,
566,StaFi,FIS,0xef3a930e1ffffacd2fc13434ac81bd278b0ecc8d,,,fis,859,Stafi,FIS,$0.16,$24.70M,Marketplaces,Derivatives,"['Cosmos SDK', 'DeFi']",80,Protocol,Marketplaces,
567,QuickSwap,QUICK,0xd2ba23de8a19316a638dc1e7a9adda1d74233368,,,quick,996,QuickSwap-v1,QUICK,$22.90,$17.24M,Marketplaces,Exchange,"['Automated Market Maker (AMM)', 'DAO']",100,Protocol,Marketplaces,TRUE
568,Reef.finance,REEF,0xfe3e6a25e6b192a42a44ecddcd13796471735acf,,,reef,1257,Reef Finance,REEF,$0.00,$8.96M,Networks,Smart Contract Platform,"['DeFi', 'EVM']",83,Protocol,Networks,
569,PeiPei,PEIPEI,0x3ffeea07a27fab7ad1df5297fa75e77a43cb5790,NEUTRAL,['MEME'],peipei,950,PeiPei,peipei,$0.0₇461,$19.70M,Cryptocurrency,Cryptocurrency,['Meme'],100,Cryptocurrency,Cryptocurrency,
570,The Doge NFT,DOG,0xbaac2b4491727d78d2b78815144570b9f2fe8899,NEUTRAL,['NFT'],dog,539,The Doge NFT,DOG,$0.01,$60.32M,Entertainment,Collectibles and Digital Goods,"['Dog-Themed', 'Meme']",100,Protocol,Others,
571,Vertical AI,VERTAI,0xcdbddbdefb0ee3ef03a89afcd714aa4ef310d567,,,vertai,919,Vertical AI,vertai,$0.21,$21.33M,,,,100,,,
572,GEMS,GEMS,0x3010ccb5419f1ef26d40a7cd3f0d707a0fa127dc,NEUTRAL,['Launchpad'],gems,884,Gems VIP,gems,$0.05,$23.32M,,,,40,,,
573,Boson Token,BOSON,0xc477d038d5420c6a9e0b031712f61c5120090de9,NEUTRAL,['E-Commerce'],boson,955,Boson Protocol,BOSON,$0.13,$19.44M,Synthetic Assets,Real World Assets,"['DAO', 'Governance Token']",71,Synthetic,Others,
574,Contentos,COS,0x589891a198195061cb8ad1a75357a3b7dbadd7bc,,,cos,977,Contentos,COS,$0.00,$18.21M,HR and Community Tools,Access Control,['NFTs'],100,Protocol,Others,
575,Elixir,ELX,0x89a8c847f41c0dfa6c8b88638bacca8a0b777da7,,,elx,,,,,,,,,0,,,
576,Inverse DAO,INV,0x41d5d79431a913c4ae7d69a668ecdfe5ff9dfb68,,,inv,1012,Inverse Finance,INV,$27.26,$16.29M,Marketplaces,Lending,"['DAO', 'Decentralized Lender']",84,Protocol,Marketplaces,
577,Lever,LEVER,0x4b5f49487ea7b3609b1ad05459be420548789f1f,NEUTRAL,['DeFi'],lever,962,LeverFi,lever,$0.00,$19.13M,Marketplaces,Exchange,"['Decentralized Exchange', 'DeFi']",100,Protocol,Marketplaces,
578,Seamless,SEAM,0x6b66ccd1340c479b07b390d326eadcbb84e726ba,,,seam,1000,Seamless Protocol,SEAM,$0.48,$16.87M,Marketplaces,Lending,['DeFi'],100,Protocol,Marketplaces,
579,Gitcoin,GTC,0xde30da39c46104798bb5aa3fe8b9e0e1f348163f,NEUTRAL,['Gitcoin Grants'],gtc,993,Gitcoin,GTC,$0.28,$17.37M,HR and Community Tools,Contribution and Compensation,"['DAO', 'Governance Token']",100,Protocol,Others,
580,ynETH,ynETH,0x09db87a538bd693e9d08544577d5ccfaa6373a48,,,yneth,,,,,,,,,0,,,
581,Pirate Nation Token,PIRATE,0x7613c48e0cd50e42dd9bf0f6c235063145f6f8dc,NEUTRAL,,pirate,1111,Pirate Nation,PIRATE,$0.06,$12.80M,Metaverse and Gaming,Gaming,['NFTs'],100,Protocol,Metaverse and Gaming,
582,Onbuff Token,ONIT,0x410e731c2970dce3add351064acf5ce9e33fdbf0,,,onit,,,,,,,,,0,,,
583,Measurable Data Token,MDT,0x814e0908b12a99fecf5bc101bb5d0b8b5cdf7d26,,,mdt,956,Measurable Data Token,MDT,$0.03,$19.42M,Compute Networks,Machine Learning,['A.I.'],100,Protocol,Others,
584,Frax Price Index Share,FPIS,0xc2544a32872a91f4a553b404c6950e89de901fdb,,,fpis,1010,Frax Price Index Share,fpis,$0.48,$16.42M,Cryptocurrency,Cryptocurrency,"['DAO', 'Governance Token']",100,Cryptocurrency,Cryptocurrency,
585,dForce USD,USX,0x0a5e677a6a24b2f1a2bf4f3bffc443231d2fdec8,,,usx,1036,Token dForce USD,USX,$0.99,$15.34M,Cryptocurrency,Stablecoins,['U.S. Dollar Stablecoin'],100,Cryptocurrency,Stablecoins,
586,AVT,AVT,0x0d88ed6e74bbfd96b831231638b66c05571e824f,,,avt,1219,Aventus,AVT,$1.65,$9.95M,Networks,Scaling Solutions,,50,Protocol,Networks,
587,AdEx,ADX,0xade00c28244d5ce17d72e40330b1c318cd12b7c3,,,adx,1029,AdEx,ADX,$0.11,$15.55M,Consultancy and Advisory,Marketing Services,"['Advertising', 'Zero Knowledge (Validity Proofs)']",100,Protocol,Others,TRUE
588,DeversiFi Token,DVF,0xdddddd4301a082e62e84e43f474f044423921918,,,dvf,,,,,,,,,0,,,
589,AMO Coin,AMO,0x38c87aa89b2b8cd9b95b736e1fa7b612ea972169,,,amo,1024,AMO Coin,AMO,$0.00,$15.78M,Data,Analytics,,100,Protocol,Others,
590,GMO JPY,GYEN,0xc08512927d12348f6620a698105e1baac6ecd911,,,gyen,1348,GYEN,GYEN,$0.00,$7.22M,Cryptocurrency,Stablecoins,"['Centralized Issuer', 'Japanese Yen Stablecoin']",40,Cryptocurrency,Stablecoins,
591,Impossible Decentralized Incubat,IDIA,0xf09dea9375ecd3500c565973d21822f0383f1099,,,idia,1031,Impossible Decentralized Incubator Access,IDIA,$0.02,$15.49M,Financial Services,Market Making,['DeFi'],100,Protocol,Financial Services,
592,Impossible Decentralized Incubator Access Token,IDIA,0x0b15ddf19d47e6a86a56148fb4afffc6929bcb89,,,idia,1031,Impossible Decentralized Incubator Access,IDIA,$0.02,$15.49M,Financial Services,Market Making,['DeFi'],100,Protocol,Financial Services,
593,Department Of Government Efficiency,DOGE,0x1121acc14c63f3c872bfca497d10926a6098aac5,,,doge,8,Dogecoin,DOGE,$0.22,$33.06B,Cryptocurrency,Cryptocurrency,"['Dog-Themed', 'Meme']",43,Cryptocurrency,Cryptocurrency,TRUE
594,LooksRare Token,LOOKS,0xf4d2888d29d722226fafa5d9b24f9164c092421e,NEUTRAL,"['LooksRare', 'NFT']",looks,1003,LooksRare,LOOKS,$0.02,$16.77M,Entertainment,Collectibles and Digital Goods,"['NFT Exchange', 'NFTs']",100,Protocol,Others,
595,AscendEX token,ASD,0xff742d05420b6aca4481f635ad8341f81a6300c2,,,asd,1016,AscendEX,ASD,$0.02,$16.13M,Marketplaces,Exchange,"['CeFi', 'Centralized Exchange']",100,Protocol,Marketplaces,
596,BitMax token,BTMX,0xcca0c9c383076649604ee31b20248bc04fdf61ca,,,btmx,,,,,,,,,0,,,
597,Rupiah Token,IDRT,0x998ffe1e43facffb941dc337dd0468d52ba5b48a,,,idrt,1049,Rupiah Token,IDRT,$0.00,$14.65M,Cryptocurrency,Stablecoins,"['Centralized Issuer', 'Indonesian Rupiah Stablecoin']",100,Cryptocurrency,Stablecoins,
598,Cornucopias,COPI,0x42baf1f659d765c65ade5bb7e08eb2c680360d9d,,,copi,1040,Cornucopias,COPI,$0.01,$15.04M,Metaverse and Gaming,Gaming,"['Game', 'NFTs']",100,Protocol,Metaverse and Gaming,
599,AstraAI,ASTRA,0x0aa8a7d1fb4c64b3b1dcea9a7ade81c59c25b95b,,,astra,924,AstraAI,astra,$2.28,$21.19M,,,,100,,,TRUE
600,TOPIA,TOPIA,0xccccb68e1a848cbdb5b60a974e07aae143ed40c3,NEUTRAL,['Gaming'],topia,1123,Hytopia,topia,$0.01,$12.35M,Metaverse and Gaming,Gaming,"['Game', 'NFTs']",0,Protocol,Metaverse and Gaming,
601,Agoras Token,AGRS,0x738865301a9b7dd80dc3666dd48cf034ec42bdda,NEUTRAL,['Artificial Intelligence'],agrs,,,,,,,,,0,,,
602,THORSwap Token,THOR,0xa5f2211b9b8170f694421f2046281775e8468044,,,thor,1004,THORSwap,THOR,$0.09,$16.71M,Marketplaces,Aggregator,"['Decentralized Exchange Aggregator', 'DeFi']",100,Protocol,Marketplaces,
603,Dolomite,DOLO,0x0f81001ef0a83ecce5ccebf63eb302c70a39a654,,,dolo,1107,Dolomite,dolo,$0.04,$13.03M,,,,100,,,
604,Kryll,KRL,0x464ebe77c293e473b48cfe96ddcf88fcf7bfdac0,,,krl,1075,Kryll,KRL,$0.35,$13.91M,Marketplaces,Aggregator,,100,Protocol,Marketplaces,
605,Wecan,WECAN,0xea60cd69f2b9fd6eb067bddbbf86a5bdeffbbc55,,,wecan,1339,Wecan,wecan,$0.00,$7.44M,Synthetic Assets,Real World Assets,['Privacy'],100,Synthetic,Others,
606,SUKU,SUKU,0x0763fdccf1ae541a5961815c0872a8c5bc6de4d7,,,suku,1057,SUKU,SUKU,$0.03,$14.52M,Consultancy and Advisory,Protocol and Governance Services,"['DeFi', 'Enterprise Services']",100,Protocol,Others,
607,WeatherXM,WXM,0xde654f497a563dd7a121c176a125dd2f11f13a83,,,wxm,,,,,,,,,0,,,
608,Volt Inu,VOLT,0x7f792db54b0e580cdc755178443f0430cf799aca,NEUTRAL,['DeFi'],volt,1074,Volt Inu,volt,$0.0₆222,$13.95M,,,['Meme'],100,,,
609,Qtcon,QTCON,0x1bf7fd22709733ccd7c45ab27dd02c7ec8e50078,,,qtcon,1069,Quiztok,QTCON,$0.00,$14.02M,Metaverse and Gaming,Gaming,,50,Protocol,Metaverse and Gaming,
610,Biswap,BSW,0x66e09ec17629574a0cc8abc480b0c2572fcd6985,,,bsw,1006,Biswap,BSW,$0.03,$16.60M,Marketplaces,Exchange,"['Automated Market Maker (AMM)', 'Decentralized Exchange']",100,Protocol,Marketplaces,
611,UCASH,UCASH,0x92e52a1a235d9a103d970901066ce910aacefd37,,,ucash,,,,,,,,,0,,,
612,Tensorplex Staked TAO,stTAO,0xb60acd2057067dc9ed8c083f5aa227a244044fd6,,,sttao,1065,Tensorplex Staked TAO,sttao,$512.72,$14.13M,,,,100,,,
613,Ribbon,RBN,0x6123b0049f904d730db3c36a31167d9d4121fa6b,NEUTRAL,"['Ribbon Finance', 'DeFi']",rbn,1068,Ribbon Finance,RBN,$0.15,$14.03M,Marketplaces,Derivatives,"['DeFi', 'Derivatives']",100,Protocol,Marketplaces,
614,LanLan Cat,LANLAN,0xecca809227d43b895754382f1fd871628d7e51fb,,,lanlan,,,,,,,,,0,,,
615,XPRT native asset,XPRT,0xd454b59f16d42667be2fa55292d16647e27f40c4,,,xprt,1082,Persistence,XPRT,$0.06,$13.83M,Mining and Validation,Liquid Staking,"['Application Specific Chain', 'Cosmos SDK']",44,Protocol,Liquid Staking,
616,Dione,Dione,0x89b69f2d1adffa9a253d40840b6baa7fc903d697,NEUTRAL,['Energy Sector'],dione,1060,Dione,dione,$0.00,$14.28M,Cryptocurrency,Cryptocurrency,,100,Cryptocurrency,Cryptocurrency,
617,Wrapped Dione,DIONE,0x65278f702019078e9ab196c0da0a6ee55e7248b7,,,dione,1060,Dione,dione,$0.00,$14.28M,Cryptocurrency,Cryptocurrency,,100,Cryptocurrency,Cryptocurrency,
618,Taraxa Coin,TARA,0xf001937650bb4f62b57521824b2c20f5b91bea05,,,tara,995,Taraxa,TARA,$0.00,$17.30M,Networks,Smart Contract Platform,['EVM'],100,Protocol,Networks,
619,Cryptex,CTX,0x321c2fe4446c7c963dc41dd58879af648838f98d,,,ctx,1061,Cryptex,CTX,$1.92,$14.27M,Synthetic Assets,Indexes,"['DeFi', 'Governance Token']",100,Synthetic,Indexes,
620,Wagmi,WAGMI,0x92cc36d66e9d739d50673d1f27929a371fb83a67,,,wagmi,1189,WAGMI Game,wagmi,$0.0₅511,$10.78M,,,['NFTs'],50,,,
621,swBTC,swBTC,0x8db2350d78abc13f5673a411d4700bcf87864dde,,,swbtc,,,,,,,,,0,,,
622,DefiPulse Index,DPI,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,,,dpi,1116,DeFiPulse Index,DPI,$89.35,$12.45M,Synthetic Assets,Indexes,"['DeFi', 'Index Token']",93,Synthetic,Indexes,
623,Sturdy Token,STRDY,0xaeb3607ec434454ceb308f5cd540875efb54309a,UNKNOWN,,strdy,1073,Sturdy,strdy,$0.68,$13.97M,Marketplaces,Lending,"['Decentralized Lender', 'DeFi']",100,Protocol,Marketplaces,
624,(DEL),,0xec6432b90e7fd4d9f872cc5c781f05b617db861e,,,,,,,,,,,,0,,,
625,Ethix,ETHIX,0xfd09911130e6930bf87f2b0554c44f400bd80d3e,,,ethix,,,,,,,,,0,,,
626,Kondux,KNDX,0x7ca5af5ba3472af6049f63c1abc324475d44efc1,NEUTRAL,"['NFT', 'Marketplace']",kndx,,,,,,,,,0,,,
627,CEEK,CEEK,0xb056c38f6b7dc4064367403e26424cd2c60655e1,,,ceek,1158,CEEK VR,CEEK,$0.01,$11.56M,Consumer Infrastructure,Social Media,['NFTs'],100,Protocol,Others,
628,Bitrue Coin,BTR,0xd433138d12beb9929ff6fd583dc83663eea6aaa5,,,btr,,,,,,,,,0,,,
